松山,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
月間平均気温［℃］,5.9 ,5.2 ,11.9 ,15.9 ,19.3 ,24.1 ,27.8 ,29.1 ,26.2 ,19.2 ,15.5 ,7.4 
月間降水量［mm］,38.0 ,26.0 ,94.0 ,147.0 ,58.0 ,101.0 ,255.5 ,50.0 ,115.0 ,46.0 ,70.5 ,29.0 
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
