京都,1月,2月,3月,4月,5月,6月,7月,8月,9月,10月,11月,12月
月間平均気温［℃］,4.2 ,4.5 ,10.5 ,16.5 ,19.7 ,24.4 ,28.1 ,29.0 ,25.9 ,18.1 ,14.1 ,6.4 
月間降水量［mm］,38.5 ,17.0 ,89.0 ,127.5 ,80.5 ,125.5 ,302.5 ,285.0 ,197.5 ,92.5 ,79.0 ,25.0 
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
